compound,icsd,sg,Eg (eV),m*b (vb),m*b (cb),Nb (vb),Nb (cb),kL,mob (h),mob (e),beta (p),beta (n),cite
O4Si1Zn2,167193,227,2.35,1.417,0.069,3,1,15.85,13.05,1224.14,1.93,3.96,Non-Zintl
O4Si1Zn2,167190,62,2.55,3.384,0.058,3,1,9.42,2.44,1081.41,1.54,5.86,Non-Zintl
O4Si1Zr1,98570,88,4.38,3.393,7.19,2,4,42.64,4.16,1.35,0.65,0.82,Non-Zintl
O4Si1Zr1,69644,141,4.86,3.092,3.602,1,4,49.22,4.3,3.42,0.33,1.2,Non-Zintl
O4Sn1Sr2,150383,56,2.65,4.219,0.135,4,1,10.31,1.46,254.63,1.92,3.78,Non-Zintl
O4Sn1Sr2,27114,139,2.57,0.685,0.122,9,1,12.63,23.12,309.45,8.3,2.6,Non-Zintl
O4Sn1Sr2,150386,64,2.72,5.93,0.147,4,1,18.8,0.89,227.63,1.26,2.9,Non-Zintl
O4Sn1Sr2,81851,138,2.66,4.178,0.137,4,1,6.19,1.48,248.54,1.93,3.74,Non-Zintl
O4Sn2Ti1,163230,135,1.34,1.199,1.073,3,2,4.29,5.48,6.47,3.64,2.6,Non-Zintl
O4Sr1Y2,25701,62,3.92,1.972,0.482,2,1,4.18,4.5,37.27,1.45,1.69,Non-Zintl
O7Pb1Ti3,2104,11,2.18,1.253,2.57,5,4,11.15,11.03,3.75,4.42,2.3,Non-Zintl
O7Pb4Rb2,35415,2,1,1.812,0.875,2,1,1.25,1.52,4.51,2.65,2.05,Non-Zintl
O7Rb6Si2,411664,14,3.19,4.15,0.117,2,1,1.74,0.48,102.28,1.18,5.02,Non-Zintl
O7Sc2Si2,75925,12,4.7,6.309,1.872,1,1,53.89,1.16,7.16,0.2,0.41,Non-Zintl
O7Sc2Si2,1457,227,4.2,3.015,4.354,5,3,67.2,5.4,3.11,1.88,0.91,Non-Zintl
O7Sc2Si2,16214,12,4.69,6.404,1.874,1,1,68.97,1.13,7.15,0.19,0.41,Non-Zintl
O7Si2Sr2Zn1,247476,113,3.92,2.678,0.137,1,1,3.58,2.37,205.07,0.56,3.35,Non-Zintl
O7Si2Y2,28004,11,4.59,5.677,0.215,1,1,19.2,0.97,132.5,0.31,2.23,Non-Zintl
O7Si2Y2,281313,12,4.66,4.731,0.17,1,1,38.83,1.53,223.47,0.26,1.93,Non-Zintl
O7Si2Y2,416573,11,4.95,6.705,0.173,1,1,16.28,0.7,169.16,0.29,2.64,Non-Zintl
O7Si2Y2,28212,14,4.77,2.696,0.157,2,1,24.96,3.45,245.28,0.93,2.56,Non-Zintl
O7Sn2Sr3,90847,63,2.17,2.745,0.15,6,1,11.17,3.12,243.47,3.5,3.33,Non-Zintl
O7Sn2Y2,24193,227,2.64,1.687,0.08,3,1,24.53,8.83,859.26,2.07,4.31,Non-Zintl
O7Sn2Y2,84805,227,2.64,1.685,0.08,3,1,24.53,8.84,853.39,2.07,4.3,Non-Zintl
O7Sr3Ti2,34629,139,2.19,0.813,0.483,9,2,4.32,22.32,48.68,7.78,2.36,Non-Zintl
O7Sr3Zr2,23731,47,3.48,0.758,0.334,8,2,4.68,22.69,77.48,8.95,3.66,Non-Zintl
O7Ti2Y2,160111,227,3.06,0.772,0.907,11,2,37.84,31.69,24.91,10.55,1.74,Non-Zintl
O7Y2Zr2,153818,227,2.89,2.669,0.319,3,1,8.19,4.28,103.27,1.47,1.75,Non-Zintl
O8,156481,12,1.46,5.491,5.481,4,4,0.88,0.04,0.04,1.49,1.49,Non-Zintl
O8Si1Sn6,156236,186,1.82,5.701,0.121,2,4,2.13,0.29,94.48,1.15,23.09,Non-Zintl
O9Rb2Si3Sn1,19028,176,3.8,2.713,0.198,3,1,2.85,1.79,90.98,1.93,3.09,Non-Zintl
O9Rb2Si3Ti1,19026,176,3.45,4.592,5.817,3,4,2.81,0.78,0.55,1.36,1.57,Non-Zintl
O9Si3Sr3,38271,15,4.61,5.546,0.195,3,1,3.13,0.64,96.43,1.18,2.92,Non-Zintl
O9Si3Sr3,32677,2,4.37,2.942,0.129,3,1,3.44,1.51,163.95,1.83,3.99,Non-Zintl
O9Si3Sr3,32542,5,4.61,5.507,0.2,3,1,3.9,0.64,92.95,1.18,2.88,Non-Zintl
P1Si1,23724,36,1.65,1.517,0.273,4,11,0.32,0.05,0.64,2.6,20,Non-Zintl
P1Sr1,26262,189,0.46,0.476,0.248,2,1,2.31,16.35,43.55,2.67,1.97,Non-Zintl
P2Si1,43098,55,1.34,0.864,0.297,5,3,0.47,0.27,1.32,6.1,6.96,Non-Zintl
P2Si1Zn1,648145,122,1.36,0.443,0.068,1,5,18.78,34.33,567.78,1.02,15.71,Non-Zintl
P2Sn1Zn1,648165,122,0.72,0.437,0.017,3,1,9.23,27.25,3634.57,3.77,8.9,Non-Zintl
P2Sr1Zn2,30911,164,0.83,0.234,0.16,2,4,4.77,67.23,119,3.34,8.41,Non-Zintl
P2Zn1,250015,14,0.74,0.45,0.17,2,1,5.43,26.51,114.45,3.15,2.83,Non-Zintl
P2Zn1,250014,96,1.46,0.408,1.168,5,1,5.92,31.46,6.5,8.27,0.88,Non-Zintl
P2Zn1,18137,92,1.46,0.42,1.173,5,1,5.78,30.11,6.46,8.13,0.88,Non-Zintl
P3Rb1Zn4,262039,123,0.16,1.159,0.23,3,1,1.78,3.43,38.68,2.76,2.43,Non-Zintl
P3Rb2,654296,69,0.76,0.281,0.634,5,1,1.02,11.75,3.47,11.38,1.4,Non-Zintl
P3Sr1,96543,12,0.03,0.169,0.361,2,3,3.21,76.67,24.51,4.66,4.43,Non-Zintl
P4Sr3,38321,43,0.9,2.704,0.388,3,3,1.89,1.12,20.58,1.57,5.02,Non-Zintl
P4Zn1,40428,92,0.96,0.577,1.215,10,4,8.64,17.01,5.56,13.27,3.39,Non-Zintl
P5Y1,409188,11,0.16,0.508,0.32,1,1,5.69,20.41,40.87,1.17,1.55,Non-Zintl
P6Rb4,65184,69,0.76,0.282,0.633,5,1,1,11.73,3.49,11.37,1.4,Non-Zintl
P6Sn2Sr5,63593,55,0.37,0.892,0.087,2,1,1.87,6.16,200.93,2.54,5.11,Non-Zintl
Pb1S1,183250,28,0.45,0.048,0.044,4,4,5.84,531.02,599.17,27.28,28.63,Non-Zintl
Pb1S1,648448,63,0.44,0.047,0.042,4,4,1.6,614.65,726.2,21.12,22.58,Non-Zintl
Pb1S1,183244,194,0.05,0.064,0.039,1,4,2.18,364.22,769.68,4.48,24.15,Non-Zintl
Pb1S1,183255,186,0.49,0.309,0.103,4,3,4.17,19.82,102.1,8.84,12.77,Non-Zintl
Pb1S1,183243,160,0.45,0.055,0.058,4,4,20.91,430.61,401.8,16.55,16.1,Non-Zintl
Pb1S1,648451,62,0.45,0.05,0.049,4,4,7.32,566.26,580.83,25.38,25.64,Non-Zintl
Pb1S1,183248,11,0.56,0.34,0.175,2,1,0.94,10.57,28.65,5.77,4.3,Non-Zintl
Pb1S1,601032,225,0.45,0.056,0.059,4,4,3.62,477.35,443.88,15.36,14.92,Non-Zintl
Pb1S1,68701,39,0.44,0.05,0.05,4,4,3.42,0.79,562.85,0.002,20.444,Non-Zintl
Pb1S3Sn1,23462,62,1.03,0.668,0.763,3,2,1.16,4.22,3.46,6.72,4.14,Non-Zintl
Pb1S3Zr1,648497,62,1.51,0.805,0.838,4,2,1.34,3.49,3.29,7.44,3.63,Non-Zintl
Pb1S4Sc2,154527,62,1.92,1.419,1.051,3,2,2.56,4.51,7.07,2.81,2.24,Non-Zintl
Pb1Sc2Se4,154528,62,1.47,0.516,0.689,3,2,1.8,16.46,10.66,6.11,3.43,Non-Zintl
Pb1Se1,74334,42,0,0.05,0.046,4,4,3.28,561.44,652.61,20.58,21.85,Non-Zintl
Pb1Se1,648514,62,0.4,0.052,0.043,4,4,9.28,612.27,799.58,23.67,26.34,Non-Zintl
Pb1Se1,38294,225,0.4,0.053,0.049,4,4,1.98,387.26,431.81,18.51,19.33,Non-Zintl
Pb1Te1,648608,225,0.8,0.085,0.067,4,4,2.07,184.53,267.5,13.29,15.42,Non-Zintl
Pb2S4Si1,16317,14,2.2,2.195,0.719,3,3,0.89,0.47,2.49,3.72,7.27,Non-Zintl
Pb2S5Sb2,648455,62,1.027,0.574,0.524,3,2,0.87,0.63,4.73,0.651,6.31,Non-Zintl
Pb2Se4Si1,16318,14,1.73,2.909,1.171,4,4,0.8,0.3,1.18,4.4,7.6,Non-Zintl
Pb4S13Sb6,20171,1,0.905,1.173,0.418,3,1,1.46,3.24,11.97,7.337,3.25,Non-Zintl
Pd1Rb2Se2,648724,71,1.1,1.083,0.915,7,4,1.08,3.12,4.02,6.1,3.86,Non-Zintl
Pd1Rb2Te2,648727,71,0.55,1.363,0.61,1,4,0.75,1.48,4.94,0.87,5.66,Non-Zintl
Pd1S1,61063,84,0.22,1.144,0.179,5,1,7.79,10.52,169.44,4.59,2.79,Non-Zintl
Pd1S1,648749,84,0.22,1.158,0.184,5,1,7.8,10.33,162.94,4.56,2.75,Non-Zintl
Pd1S1,26766,84,0.22,1.159,0.182,5,1,7.78,10.31,165.36,4.56,2.77,Non-Zintl
Pd1Se1,409568,135,0.39,1.865,0.131,2,6,3.03,4.2,225.71,2.14,31.55,Non-Zintl
Pd1Se2,648838,61,0.64,1.2,0.357,2,4,0.47,0.48,2.97,3.71,15.33,Non-Zintl
Pd3Rb2S4,41886,12,1.46,1.34,1.546,7,2,0.87,1.32,1.07,7.82,2.05,Non-Zintl
Pd3Rb2S4,648723,70,1.53,1.397,2.38,10,2,0.95,1.23,0.55,12.88,1.87,Non-Zintl
Pd3Rb2Se4,33895,70,1.08,0.771,2.033,10,2,0.77,2.53,0.59,20.8,2.32,Non-Zintl
Pt1Rb2S2,26259,71,1.59,1.338,1.035,5,4,1.05,2.39,3.52,4.09,3.81,Non-Zintl
Pt1Rb2Se2,40431,71,1.32,2.198,0.802,3,4,0.86,0.94,4.28,2,4.87,Non-Zintl
Pt1Rb2Te2,649525,71,1.07,0.748,0.566,6,4,0.71,3.74,5.68,8.05,6.34,Non-Zintl
Pt1S1,31131,131,0.9,0.764,0.716,6,1,19.89,21.24,23.4,5.28,0.92,Non-Zintl
Pt1S1,649541,131,0.91,0.763,0.724,6,1,19.89,21.29,23.03,5.29,0.91,Non-Zintl
Pt1S1,649537,131,0.9,0.761,0.721,6,1,19.93,21.36,23.19,5.29,0.91,Non-Zintl
Pt1S1,654379,131,0.91,0.762,0.711,6,1,19.89,21.31,23.68,5.29,0.92,Non-Zintl
Pt1Se1Si1,649595,29,0.56,0.067,0.067,16,2,5.79,861.06,867.58,82.04,10.29,Non-Zintl
Pt1Si1Te1,400487,61,0.18,0.354,0.172,4,1,3.32,60.79,179.85,9.77,3.77,Non-Zintl
Pt3Rb2S4,26267,69,1.76,0.291,1.393,7,2,0.71,12.6,1.2,23.44,2.62,Non-Zintl
Pt4Rb2Se6,69439,166,1.09,5.805,0.228,1,3,0.83,0.18,23,0.58,12.15,Non-Zintl
Rb1S2Sb1,200263,1,1.939,3.223,1.564,3,3,0.85,0.26,0.7,2.555,3.392,Non-Zintl
Rb1S2Sb1,56788,2,1.941,3.225,1.584,3,3,0.84,0.26,0.68,2.56,3.368,Non-Zintl
Rb1S8V5,602319,12,0.78,2.416,4.9,1,2,2.12,1.5,0.52,0.57,0.74,Non-Zintl
Rb1Sb1,14030,19,0.55,0.928,0.305,2,1,0.7,1.49,7.88,3.13,3.05,Non-Zintl
Rb1Sb2,419402,12,0.2,1.156,0.129,2,1,0.88,2.07,55.6,1.87,3.5,Non-Zintl
Rb1Sc5Te8,245998,12,0.71,0.303,0.329,2,3,1.14,19.63,17.32,5.07,7.23,Non-Zintl
Rb1Se2V1,415479,70,0.26,0.952,2.216,3,0.5,0.77,1.37,0.39,4.7,0.47,Non-Zintl
Rb1Te2Y1,419996,194,1.69,0.661,0.509,4,3,1.21,5.79,8.58,5.21,4.57,Non-Zintl
Rb2S1,261443,194,1.89,1.032,0.115,1,1,0.8,1.73,46.41,1,3.71,Non-Zintl
Rb2S1,261444,62,1.96,1.705,0.122,2,1,1.23,0.78,40.87,1.72,4.18,Non-Zintl
Rb2S1,29208,225,1.97,6.145,0.221,4,1,1.39,0.12,18.03,1,1.84,Non-Zintl
Rb2S2,73175,71,1.69,1.2,0.717,3,2,0.98,1.26,2.73,2.19,1.99,Non-Zintl
Rb2S2,73176,189,1.56,3.365,0.505,4,1,1.11,0.29,5.01,2.13,1.66,Non-Zintl
Rb2S3,14092,36,1.33,4.494,0.782,2,1,0.92,0.16,2.15,0.93,1.33,Non-Zintl
Rb2S4W1,281586,62,2.13,1.746,1.182,3,1,0.84,0.59,1.05,3.59,1.51,Non-Zintl
Rb2S4W1,650041,62,2.14,1.352,1.283,4,1,0.92,0.86,0.93,5.57,1.44,Non-Zintl
Rb2S4Zn3,602243,72,2.59,2.946,0.084,3,1,1.42,0.64,131.93,1.95,5.48,Non-Zintl
Rb2S5,100321,19,1.96,3.133,2.178,5,3,0.8,0.16,0.27,3.78,2.82,Non-Zintl
Rb2S7Sb4,2194,2,1.899,3.122,1.372,3,1,0.76,1,0.62,28.33,1.416,Non-Zintl
Rb2S7Sb4,64673,14,1.21,0.844,0.213,4,1,0.86,1.36,13.78,5.237,4.267,Non-Zintl
Rb2Se1,36584,225,1.8,6.525,0.207,4,1,1.08,0.1,17.52,1.04,2.07,Non-Zintl
Rb2Se2,73177,189,0.89,2.083,0.541,4,1,0.78,0.45,3.41,3.4,1.91,Non-Zintl
Rb2Se3,14093,36,0.67,1.66,0.661,4,1,0.73,0.65,2.6,3.99,1.73,Non-Zintl
Rb2Se4W1,650057,62,1.51,1.289,0.971,3,1,0.75,0.97,1.48,4.74,1.87,Non-Zintl
Rb2Se5,100322,19,0.87,1.84,1.355,6,2,0.82,0.56,0.89,6.79,2.72,Non-Zintl
Rb2Se5Sn2,80766,15,0.85,2.327,0.092,1,1,0.92,0.57,73.58,0.91,6.36,Non-Zintl
Rb2Te1,55137,62,1.7,2.73,0.104,4,1,0.82,0.31,42.16,2.81,4.99,Non-Zintl
Rb2Te1,55129,194,1.38,0.668,0.093,1,1,0.56,2.22,43.02,1.52,4.98,Non-Zintl
Rb2Te1,55117,225,1.89,12.112,0.21,2,1,0.86,0.03,14.2,0.37,2.12,Non-Zintl
Rb2Te2,83350,55,0.83,0.716,1.104,1,3,0.6,2.18,1.14,1.65,3.81,Non-Zintl
Rb2Te3,77994,62,0.77,1.717,0.424,2,2,0.59,0.37,3.01,2.74,6.34,Non-Zintl
Rb2Te3Zr1,410735,14,0.51,1.18,0.771,4,2,0.78,1.24,2.34,6.12,3.95,Non-Zintl
Rb2Te5,30734,12,0.27,0.308,0.252,1,2,0.65,9.49,12.85,2.57,5.81,Non-Zintl
Rb3S4Sb1,402363,62,2.023,2.815,0.441,3,1,0.95,1.44,4.9,22.223,2.563,Non-Zintl
Rb3S4Ta1,51115,62,3.013,2.66,2.477,2,1,0.97,1.72,0.44,13.981,0.935,Non-Zintl
Rb3S4V1,409565,62,1.91,3.298,1.981,2,2,1.13,0.3,0.65,1.41,1.91,Non-Zintl
Rb3Sb1,650044,194,0.09,4.355,0.037,3,1,0.79,0.13,168.91,1.42,8.33,Non-Zintl
Rb4S6Si2,409804,12,2.83,6.308,0.984,2,1,1.08,0.1,1.66,0.76,1.15,Non-Zintl
Rb4Sb4,280591,14,0.63,1.417,0.245,3,4,0.71,0.84,11.67,3.61,13.8,Non-Zintl
Rb4Se6Sn2,74844,2,1.68,3.75,0.304,2,1,0.69,0.17,7.24,1.31,2.97,Non-Zintl
Rh2S3,15344,60,0.5,0.433,0.953,1,3,6.72,58.81,18.04,1.58,2.95,Non-Zintl
Ru1S2,657507,205,1.31,1.619,0.151,12,1,12.36,9.04,317.03,6.96,2.41,Non-Zintl
Ru1S2,41996,205,1.31,1.63,0.155,12,1,12.36,8.95,303.97,6.94,2.37,Non-Zintl
Ru1S2,24186,205,1.31,1.606,0.156,12,1,12.37,9.15,302.65,7,2.36,Non-Zintl
Ru1S2,650579,205,1.31,1.626,0.158,12,1,12.36,8.98,297.66,6.95,2.35,Non-Zintl
Ru1S2,604472,205,1.31,1.591,0.158,12,1,12.36,9.28,296.73,7.04,2.35,Non-Zintl
Ru1S2,68472,205,1.31,1.626,0.155,12,1,12.36,8.98,305.1,6.95,2.37,Non-Zintl
Ru1S2,650581,205,1.31,1.619,0.151,12,1,12.36,9.04,317.03,6.96,2.41,Non-Zintl
Ru1S2,650577,205,1.31,1.636,0.155,12,1,12.36,8.9,305.9,6.92,2.37,Non-Zintl
Ru1S2,600680,205,1.31,1.619,0.151,12,1,12.36,9.04,317.03,6.96,2.41,Non-Zintl
Ru1S2,56019,205,1.31,1.595,0.151,12,1,12.36,9.24,316.49,7.03,2.41,Non-Zintl
Ru1S2,52374,205,1.31,1.604,0.152,12,1,13.69,9.17,315.07,7.01,2.4,Non-Zintl
Ru1Se2,650610,205,0.91,4.246,0.138,6,1,7.01,1.74,296.91,2.33,3.04,Non-Zintl
Ru1Te2,650722,205,0.32,0.319,0.106,16,1,4.86,68.64,357.15,31.78,3.84,Non-Zintl
Ru1Te2,106001,58,0.53,0.209,0.837,4,2,8.19,126.28,15.8,8.09,1.76,Non-Zintl
S11Ta2Tl4,411603,2,1.616,2.038,2.512,4,4,0.64,0.12,0.25,1.415,5.143,Non-Zintl
S12Sn5Tl4,201423,2,1.206,2.864,0.669,1,2,0.93,0.68,3.52,2.357,5.305,Non-Zintl
S13Sb6Sn4,26332,12,0.516,1.648,0.492,1,1,1,1.67,4.85,4.301,3.112,Non-Zintl
S1Sn1,43409,216,0.14,0.266,0.439,12,3,14.2,30.88,14.58,14.29,2.65,Non-Zintl
S1Sn1,651015,225,0.21,0.212,0.239,12,8,5.44,66.34,55.42,17.58,10.9,Non-Zintl
S1Sn1,100672,63,0.4,0.092,0.153,2,1,3.92,99.13,46.25,8.61,3.17,Non-Zintl
S1Sn1,651025,62,0.94,0.704,0.096,3,2,2.47,4.64,92.41,4.55,10.04,Non-Zintl
S1Sr1,52111,221,1.79,0.179,0.338,9,2,3.6,82.01,31.76,13.22,2.01,Non-Zintl
S1Sr1,53941,225,2.5,0.843,0.312,3,3,6.93,7.51,33.36,1.63,2.96,Non-Zintl
S1Tl1,52202,140,0.663,0.139,0.299,7,4,0.79,0.32,15.49,0.029,12.358,Non-Zintl
S1V1,651366,62,1.88,0.648,0.624,6,1,7.55,19.55,20.71,5.58,0.95,Non-Zintl
S1V1,83867,194,1.78,2.748,0.621,3,2,8.88,2.3,21.38,0.92,1.5,Non-Zintl
S1V1,33613,194,1.78,2.75,0.621,3,2,8.88,2.3,21.41,0.92,1.5,Non-Zintl
S1V1,601915,194,1.78,2.749,0.621,3,2,8.88,2.3,21.4,0.92,1.5,Non-Zintl
S1V1,52212,62,1.88,0.639,0.611,6,1,5.31,19.94,21.34,5.62,0.96,Non-Zintl
S1V1,651373,62,1.88,0.647,0.628,6,1,7.55,19.61,20.47,5.59,0.95,Non-Zintl
S1V1,24564,62,1.88,0.639,0.612,6,1,7.55,19.96,21.28,5.63,0.96,Non-Zintl
S1V1,41778,62,1.88,0.852,0.623,4,1,5.31,12.96,20.75,3.16,0.95,Non-Zintl
S1V1,651358,194,1.78,2.75,0.621,3,2,8.88,2.3,21.41,0.92,1.5,Non-Zintl
S1V1,602567,62,1.88,0.65,0.623,6,1,7.53,19.46,20.75,5.57,0.95,Non-Zintl
S1V1,52211,194,1.78,2.749,0.622,3,2,8.88,2.3,21.35,0.92,1.5,Non-Zintl
S1V3,26515,121,0.19,7.986,4.294,1,2,4.79,0.4,1.01,0.3,0.87,Non-Zintl
S1V3,651364,121,0.18,5.012,4.286,2,2,4.81,0.81,1.02,0.79,0.87,Non-Zintl
S1Zn1,41985,216,2.02,0.85,0.046,3,1,37.98,10.6,850.77,1.61,3.09,Non-Zintl
S1Zn1,651449,186,2.09,0.729,0.043,3,1,19.23,13.26,928.13,2.18,3.98,Non-Zintl
S1Zn1,76954,186,2.05,0.773,0.041,3,1,10.48,12.15,991.68,2.6,5.04,Non-Zintl
S1Zn1,107165,160,2.037,0.363,0.044,12,2,3.65,2.93,889.16,0.772,16.363,Non-Zintl
S2Sb1Tl1,35498,2,1.479,0.806,0.722,4,2,0.6,0.37,1.72,1.346,4.849,Non-Zintl
S2Sc1Tl1,418474,194,1.008,0.252,0.64,1,5,2.15,0.52,11.44,0.004,6.26,Non-Zintl
S2Si1,26858,72,3.09,3.203,0.729,2,4,0.31,0.02,0.2,1.01,4.9,Non-Zintl
S2Si1,16952,122,3.28,2.112,0.66,2,3,6.91,0.92,5.27,0.99,2.97,Non-Zintl
S2Sn1,43003,186,1.46,3.343,0.353,4,3,0.85,0.21,6.02,2.59,7.5,Non-Zintl
S2Sn1,650993,164,1.55,4.278,0.834,2,3,0.22,0.03,0.32,1.38,5.53,Non-Zintl
S2Sr1,23640,140,1.29,0.231,0.44,3,6,3.26,51.54,19.64,5.11,6.94,Non-Zintl
S2Ti1,181503,194,0.81,2.522,1.455,2,12,0.3,0.04,0.1,1.41,11.8,Non-Zintl
S2Ti1,181504,139,0.42,0.38,1.138,3,3,0.28,1.11,0.21,7.27,3.77,Non-Zintl
S2Ti1,651214,164,0.43,0.535,1.237,2,3,0.29,0.63,0.18,3.99,3.62,Non-Zintl
S2Ti1,83828,12,0.43,0.544,1.344,2,3,0.33,0.66,0.17,3.88,3.38,Non-Zintl
S2Ti1,181506,191,0.42,0.36,0.818,3,3,0.25,1.02,0.3,7.56,4.62,Non-Zintl
S2Ti1,79803,12,0.42,0.513,1.263,2,3,0.26,0.59,0.15,4.1,3.58,Non-Zintl
S2Ti1,181502,58,0.09,0.236,0.394,1,3,13.02,63.31,29.29,1.54,3.39,Non-Zintl
S2Tl2,78161,140,0.662,0.137,0.299,7,4,0.78,0.32,15.4,0.029,12.397,Non-Zintl
S2Y1,52216,227,1.4,0.617,0.17,3,1,1.49,8.42,58.27,2.83,2.05,Non-Zintl
S2Zn1,651447,205,1.42,0.571,0.384,2,8,5.52,19.32,35.03,2.41,12.21,Non-Zintl
S2Zr1,604434,164,1.46,1.135,1.155,2,3,0.25,0.21,0.2,2.81,4.18,Non-Zintl
S3Sb1Tl3,48133,160,1.496,0.455,0.762,10,2,2.44,1.13,4.79,0.896,2.947,Non-Zintl
S3Sb2,95557,62,1.296,1.537,0.474,4,2,0.94,0.48,4.19,3.081,5.425,Non-Zintl
S3Sc1Y1,23422,33,2.18,0.684,1.463,1,2,4.77,14.89,4.76,1.1,1.39,Non-Zintl
S3Sc2,654308,70,1.49,0.575,0.291,3,3,3.86,14.91,41.29,3.65,5.49,Non-Zintl
S3Sc2,650835,33,1.76,0.832,1.083,1,2,5.26,10.97,7.39,0.93,1.59,Non-Zintl
S3Sn1Tl2,48152,12,0.855,0.275,0.186,1,2,0.67,0.54,18.92,0.06,9.737,Non-Zintl
S3Sn1Zr1,73711,62,1.22,1.026,1.159,2,2,1.04,1.53,1.27,3.19,2.96,Non-Zintl
S3Sn2,656782,62,0.73,0.569,0.599,4,6,0.9,3.26,3.02,9.85,14.33,Non-Zintl
S3Sn2Tl2,33531,15,0.759,1.254,0.171,2,1,0.76,1.39,19.66,5.317,5.466,Non-Zintl
S3Sr1,23638,41,1.07,0.615,0.578,1,2,2.7,7.04,7.72,1.17,2.43,Non-Zintl
S3Sr1Zr1,154104,62,1.54,0.296,0.528,3,2,4.31,50.11,20.97,5.67,2.67,Non-Zintl
S3Sr1Zr1,23287,62,1.54,0.278,0.511,3,2,4.39,54.82,22.02,5.88,2.72,Non-Zintl
S3Sr1Zr1,154103,62,0.78,0.429,0.421,1,1,2.27,20.37,20.95,1.78,1.8,Non-Zintl
S3Sr2Zn1,421354,33,2.43,1.129,0.229,2,2,2.21,4.65,51.05,2.12,5.52,Non-Zintl
S3Sr2Zn1,422028,62,2.43,1.13,0.228,2,2,2.19,4.65,51.36,2.12,5.54,Non-Zintl
S3Ta1Tl1,412385,62,0.663,1.319,0.932,1,3,0.85,0.41,2.35,0.292,6.05,Non-Zintl
S3Ti1,42072,11,0.59,0.99,0.996,1,1,0.5,0.38,0.37,1.37,1.36,Non-Zintl
S3Y2,67502,11,1.82,1.498,0.598,1,1,3.09,4.13,16.36,0.81,1.4,Non-Zintl
S3Y2,651407,62,1.05,0.639,0.181,1,1,3.76,17.16,113.38,1.21,2.58,Non-Zintl
S3Zr1,651485,11,1.41,1.485,0.786,3,1,0.56,0.29,0.75,3.52,1.72,Non-Zintl
S4Sc2Sr1,27182,62,1.66,0.883,0.429,1,1,3.48,9.8,28.91,1.03,1.58,Non-Zintl
S4Sc2Zn1,650850,227,0.88,0.769,0.111,3,1,7.09,13.01,235.91,2.62,2.78,Non-Zintl
S4Si1Sr2,650888,11,2.96,2.305,0.654,1,1,2.51,1.15,7.6,0.6,1.28,Non-Zintl
S4Sn1Sr2,413024,40,2.47,1.478,0.293,7,1,2.33,1.98,22.41,6.02,2.27,Non-Zintl
S4Sn1Tl4,201422,14,1.662,1.634,1.044,4,2,0.7,0.51,1.36,4.604,4.605,Non-Zintl
S4Sr1Y2,651073,62,2.08,0.696,0.343,2,1,2.57,11.43,33.02,2.65,2.02,Non-Zintl
S4Ta1Tl3,16571,217,2.551,1.591,1.243,7,3,1.17,0.46,1.73,1.988,3.741,Non-Zintl
S4Ti1Tl4,36368,14,2.481,1.798,2.333,6,7,0.57,0.05,0.26,0.589,10.206,Non-Zintl
S4Tl4Zr1,261208,2,1.552,0.68,0.608,6,1,0.74,1.64,3.45,8.335,3.336,Non-Zintl
S4V3,72921,176,0.26,2.95,2.183,2,2,3.25,1.21,1.9,0.95,1.14,Non-Zintl
S4V5,24563,87,0.93,1.658,4.708,1,0.5,2.53,3.02,0.63,0.63,0.17,Non-Zintl
S4V5,41777,87,0.93,1.646,4.73,1,0.5,2.54,3.05,0.63,0.64,0.17,Non-Zintl
S4Y2Zn1,651411,227,0.91,0.998,0.086,3,1,5.07,7.59,302.1,2.45,3.57,Non-Zintl
S5Sb2Sn2,35641,62,0.727,0.291,0.305,2,3,0.93,0.31,9.61,0.061,11.948,Non-Zintl
S5Sb3Tl1,17058,14,1.566,2.263,1.762,5,3,0.61,0.16,0.35,3.677,4.633,Non-Zintl
S5Sn2Tl2,15494,15,1.411,1.815,0.594,2,3,1.18,0.56,6.37,0.747,6.297,Non-Zintl
S6Si2Tl4,35041,2,2.193,0.459,0.805,11,2,0.88,0.49,1.92,1.359,3.885,Non-Zintl
S7Sb4Sn1,169941,11,0.704,0.458,0.263,1,1,0.9,1.33,9.86,0.563,4.043,Non-Zintl
S8V5,651379,12,0.14,0.838,0.212,2.5,0.5,4.24,8.9,69.99,2.48,1.13,Non-Zintl
S8V5,73002,12,0.16,1.262,0.294,2.5,0.5,4.23,4.81,42.81,1.94,0.93,Non-Zintl
Sb1Zn1,651770,61,0.1,0.08,0.027,2,4,2.56,250.86,1316.16,11.38,44.17,Non-Zintl
Sc2Se3,651804,70,1.07,0.385,0.282,3,3,2.23,22.19,35.49,6.07,7.33,Non-Zintl
Sc2Te3,171145,70,0.45,0.165,0.26,3,3,1.5,58.68,29.73,11.68,8.9,Non-Zintl
ScP,188693,216,1.73,15.704,1.448,2,3,70.89,0.12,4.31,0.14,0.85,Non-Zintl
Se1,22251,152,1.03,0.408,0.271,11,2,0.45,2.15,3.96,29.22,6.79,Non-Zintl
Se1Sn1,76032,225,0.29,0.145,0.149,12,8,3.98,106.6,102.25,24.2,15.87,Non-Zintl
Se1Sn1,651925,63,0.28,0.061,0.196,4,1,3.48,187.26,32.4,23.37,2.9,Non-Zintl
